municipio,codigo_dane,fecha_año,cantidad,dpnom,pob,tasa_secuestro
TOTORÓ,19824,2010,1.0,Cauca,20771,4.814404698858986
TOTORÓ,19824,2011,1.0,Cauca,21230,4.710315591144607
TOTORÓ,19824,2012,1.0,Cauca,21720,4.6040515653775325
TOTORÓ,19824,2013,1.0,Cauca,22233,4.49781855799937
TOTORÓ,19824,2017,1.0,Cauca,24094,4.150410890678177
TOTORÓ,19824,2020,3.0,Cauca,25612,11.713259409651727
TRINIDAD,85430,2011,2.0,Casanare,11726,17.056114617090227
TRINIDAD,85430,2013,1.0,Casanare,12122,8.249463784853985
TRINIDAD,85430,2015,1.0,Casanare,12518,7.988496564946477
TRINIDAD,85430,2021,1.0,Casanare,13573,7.367567965814485
TRUJILLO,76828,2013,1.0,Valle del Cauca,19671,5.083625641807737
TRUJILLO,76828,2016,1.0,Valle del Cauca,19264,5.191029900332226
TULUÁ,76834,2010,2.0,Valle del Cauca,201504,0.9925361283150707
TULUÁ,76834,2011,2.0,Valle del Cauca,202988,0.9852799180247107
TULUÁ,76834,2012,2.0,Valle del Cauca,204279,0.9790531576911969
TULUÁ,76834,2013,2.0,Valle del Cauca,205344,0.9739753779024466
TULUÁ,76834,2015,2.0,Valle del Cauca,207485,0.9639251030194954
TULUÁ,76834,2016,1.0,Valle del Cauca,208855,0.47880108209044553
TUNJA (CT),15001,2012,1.0,Boyacá,157191,0.6361687373959068
TUNJA (CT),15001,2013,1.0,Boyacá,159682,0.6262446612642627
TUNJA (CT),15001,2014,1.0,Boyacá,162176,0.6166140489344909
TUNJA (CT),15001,2015,1.0,Boyacá,164693,0.6071903481022266
TURBACO,13836,2014,1.0,Bolívar,97668,1.0238768071425646
TURBO,5837,2016,1.0,Antioquia,120238,0.8316838270762986
TURBO,5837,2019,1.0,Antioquia,127565,0.7839140830165013
TÁMARA,85400,2010,1.0,Casanare,6737,14.843402107763099
TÚQUERRES,52838,2010,2.0,Nariño,43425,4.605641911341393
TÚQUERRES,52838,2011,2.0,Nariño,43630,4.584001833600734
TÚQUERRES,52838,2012,3.0,Nariño,43804,6.84868961738654
TÚQUERRES,52838,2016,1.0,Nariño,44460,2.249212775528565
TÚQUERRES,52838,2018,1.0,Nariño,44729,2.2356860202553155
URIBE,50370,2018,2.0,Meta,9284,21.542438604049977
URIBIA,44847,2011,3.0,La Guajira,137911,2.1753159646438642
URIBIA,44847,2013,2.0,La Guajira,143784,1.390975351916764
URIBIA,44847,2014,2.0,La Guajira,146629,1.363986660210463
URIBIA,44847,2015,2.0,La Guajira,149529,1.337533187542216
URIBIA,44847,2019,1.0,La Guajira,177815,0.5623822512161516
VALDIVIA,5854,2016,1.0,Antioquia,13683,7.308338814587444
VALLE DEL GUAMUEZ,86865,2011,4.0,Putumayo,31051,12.882032784773436
VALLE DEL GUAMUEZ,86865,2014,1.0,Putumayo,31962,3.1287153494775044
VALLE DEL GUAMUEZ,86865,2017,1.0,Putumayo,32991,3.03112970203995
VALLEDUPAR (CT),20001,2010,1.0,Cesar,417914,0.23928368037443112
VALLEDUPAR (CT),20001,2012,1.0,Cesar,432509,0.2312090615455401
VALLEDUPAR (CT),20001,2015,2.0,Cesar,454906,0.43965126861373555
VALLEDUPAR (CT),20001,2018,1.0,Cesar,490075,0.2040504004489109
VALLEDUPAR (CT),20001,2021,2.0,Cesar,544134,0.36755652100401737
VALPARAÍSO,18860,2012,1.0,Caquetá,8822,11.335298118340512
VALPARAÍSO,18860,2015,1.0,Caquetá,7859,12.724265173686218
VALPARAÍSO,18860,2018,1.0,Caquetá,6887,14.520110352838682
VENADILLO,73861,2014,1.0,Tolima,13252,7.546030787805614
VENADILLO,73861,2015,1.0,Tolima,13102,7.632422530911312
VERGARA,25862,2019,1.0,Cundinamarca,6975,14.336917562724015
VERSALLES,76863,2017,2.0,Valle del Cauca,7374,27.122321670735015
VIJES,76869,2020,1.0,Valle del Cauca,12884,7.76156473144986
VILLA CARO,54871,2014,1.0,Norte de Santander,4811,20.785699438786114
VILLA DE LEYVA,15407,2013,1.0,Boyacá,14433,6.928566479595371
VILLA DEL ROSARIO,54874,2014,1.0,Norte de Santander,96818,1.032865789419323
VILLA DEL ROSARIO,54874,2017,2.0,Norte de Santander,99169,2.0167592695297927
VILLA DEL ROSARIO,54874,2018,2.0,Norte de Santander,101952,1.9617074701820465
VILLA DEL ROSARIO,54874,2019,2.0,Norte de Santander,107288,1.8641413764819923
VILLA DEL ROSARIO,54874,2021,1.0,Norte de Santander,112798,0.8865405414989627
VILLA RICA,19845,2014,2.0,Cauca,19556,10.22704029453876
VILLA RICA,19845,2018,3.0,Cauca,20693,14.497656212245687
VILLAGARZÓN,86885,2010,3.0,Putumayo,20860,14.381591562799615
VILLAGARZÓN,86885,2011,1.0,Putumayo,21197,4.71764872387602
VILLAGARZÓN,86885,2013,3.0,Putumayo,21891,13.704262025489927
VILLAGARZÓN,86885,2014,5.0,Putumayo,22264,22.45777937477542
VILLAGARZÓN,86885,2015,1.0,Putumayo,22562,4.432231185178619
VILLAGARZÓN,86885,2017,1.0,Putumayo,23268,4.29774798005845
VILLAGARZÓN,86885,2018,1.0,Putumayo,23700,4.219409282700422
VILLAMARÍA,17873,2013,1.0,Caldas,59367,1.6844374821028516
VILLAMARÍA,17873,2016,1.0,Caldas,62261,1.6061418865742598
VILLANUEVA,85440,2012,3.0,Casanare,31210,9.612303748798462
VILLANUEVA,85440,2013,1.0,Casanare,31830,3.141690229343387
VILLANUEVA,85440,2014,1.0,Casanare,32450,3.081664098613251
VILLANUEVA,85440,2016,1.0,Casanare,33711,2.9663907923229806
VILLAVICENCIO (CT),50001,2010,1.0,Meta,454178,0.22017799188864276
VILLAVICENCIO (CT),50001,2011,7.0,Meta,464527,1.5069091785838067
VILLAVICENCIO (CT),50001,2012,2.0,Meta,474503,0.42149364703700504
VILLAVICENCIO (CT),50001,2013,3.0,Meta,484216,0.6195582136897583
VILLAVICENCIO (CT),50001,2014,4.0,Meta,493721,0.8101741671915921
VILLAVICENCIO (CT),50001,2015,3.0,Meta,503042,0.596371674730937
VILLAVICENCIO (CT),50001,2016,2.0,Meta,512462,0.39027283974226384
VILLAVICENCIO (CT),50001,2017,2.0,Meta,521700,0.38336208548974504
VILLAVICENCIO (CT),50001,2018,3.0,Meta,531275,0.5646793092089784
VIOTÁ,25878,2014,1.0,Cundinamarca,12467,8.021175904387583
VISTAHERMOSA,50711,2011,3.0,Meta,17625,17.02127659574468
VISTAHERMOSA,50711,2012,2.0,Meta,17675,11.315417256011315
VISTAHERMOSA,50711,2014,5.0,Meta,17734,28.1944287808729
YAGUARÁ,41885,2016,1.0,Huila,7572,13.206550449022716
YARUMAL,5887,2011,1.0,Antioquia,39681,2.520097779793856
YARUMAL,5887,2016,1.0,Antioquia,40691,2.457545894669583
YARUMAL,5887,2021,1.0,Antioquia,43340,2.3073373327180433
YOLOMBÓ,5890,2011,1.0,Antioquia,22233,4.49781855799937
YOLOMBÓ,5890,2012,1.0,Antioquia,22219,4.500652594626221
YOLOMBÓ,5890,2014,1.0,Antioquia,22190,4.506534474988734
YONDÓ,5893,2018,1.0,Antioquia,19040,5.2521008403361344
YOPAL (CT),85001,2010,3.0,Casanare,141548,2.119422386752197
YOPAL (CT),85001,2011,2.0,Casanare,144801,1.3812059308982674
YOPAL (CT),85001,2012,6.0,Casanare,148007,4.05386231732283
YOPAL (CT),85001,2013,7.0,Casanare,151210,4.629323457443291
YOPAL (CT),85001,2015,3.0,Casanare,157417,1.9057662133060598
YOPAL (CT),85001,2016,1.0,Casanare,160747,0.6220955912085451
YOPAL (CT),85001,2018,1.0,Casanare,168433,0.5937078838469896
YOPAL (CT),85001,2020,1.0,Casanare,177688,0.5627842060240421
YUMBO,76892,2010,2.0,Valle del Cauca,98874,2.022776462973077
YUMBO,76892,2014,1.0,Valle del Cauca,102729,0.9734349599431513
YUMBO,76892,2016,1.0,Valle del Cauca,104677,0.9553196977368477
YUMBO,76892,2017,1.0,Valle del Cauca,105749,0.945635419720281
ZIPAQUIRÁ,25899,2016,1.0,Cundinamarca,118023,0.8472924768900977
ZIPAQUIRÁ,25899,2018,1.0,Cundinamarca,130537,0.766066326022507
ZIPAQUIRÁ,25899,2019,1.0,Cundinamarca,138654,0.7212197268019674
ZONA BANANERA,47980,2012,3.0,Magdalena,56655,5.295207836907599
ZONA BANANERA,47980,2014,1.0,Magdalena,60210,1.6608536787908985
ZONA BANANERA,47980,2018,2.0,Magdalena,68722,2.9102761852099763
ZONA BANANERA,47980,2020,2.0,Magdalena,73933,2.7051519619114606
